complaint_id,area_id,state,district,latitude,longitude,technology,coverage_status,last_updated,issue_type,network_type,status,reported_date,call_duration,signal_strength,dropped_call
CMP-00530,AREA-0000,Kedah,Sungai Petani,5.606479,100.468306,4G,Moderate,17/12/2025,Service Outage,Fiber,In Progress,3/9/2025,46,4,0
CMP-00531,AREA-0007,Sabah,Kota Kinabalu,5.718366,116.76148,4G,Good,17/12/2025,Poor Coverage,Fiber,Submitted,13/9/2025,2914,2,0
CMP-00532,AREA-0001,Penang,Seberang Perai,5.44852,100.238473,4G,Good,2/1/2026,Call Drop,Fiber,Submitted,19/10/2025,2870,2,0
CMP-00533,AREA-0023,Selangor,Hulu Langat,2.831764,101.636066,4G,Good,26/12/2025,Call Drop,Fiber,Resolved,8/12/2025,2983,4,0
CMP-00534,AREA-0013,Pahang,Kuantan,3.041329,102.982873,5G,Poor,22/12/2025,No Connectivity,4G,Submitted,21/11/2025,2703,3,1
CMP-00535,AREA-0045,Perak,Taiping,4.832014,100.710806,Fiber,Moderate,11/1/2026,Slow Speed,4G,Resolved,25/10/2025,268,2,0
CMP-00536,AREA-0005,Kedah,Alor Setar,5.534373,100.406848,5G,Poor,3/1/2026,Service Outage,4G,Submitted,12/12/2025,369,0,0
CMP-00537,AREA-0001,Penang,Seberang Perai,5.372243,100.267626,4G,Good,2/1/2026,No Connectivity,5G,Submitted,5/12/2025,635,0,0
CMP-00538,AREA-0005,Kedah,Alor Setar,6.442646,100.453849,5G,Poor,3/1/2026,Poor Coverage,5G,In Progress,31/10/2025,1129,1,0
CMP-00539,AREA-0000,Kedah,Sungai Petani,5.32585,100.335813,4G,Moderate,17/12/2025,Call Drop,Fiber,Submitted,11/10/2025,1693,2,0
CMP-00540,AREA-0012,Sarawak,Kuching,4.673816,113.439585,4G,Good,5/1/2026,Call Drop,Fiber,In Progress,27/11/2025,1682,3,0
CMP-00541,AREA-0041,Perak,Ipoh,4.649248,101.083015,5G,Moderate,20/12/2025,No Connectivity,Fiber,Resolved,6/11/2025,656,4,0
CMP-00542,AREA-0022,Sabah,Sandakan,4.232342,115.682303,4G,Good,5/1/2026,No Connectivity,4G,In Progress,23/10/2025,119,4,0
CMP-00543,AREA-0007,Sabah,Kota Kinabalu,4.857351,116.829822,4G,Good,17/12/2025,Poor Coverage,Fiber,Submitted,6/11/2025,830,3,0
CMP-00544,AREA-0021,Pahang,Temerloh,3.961684,103.986953,4G,Good,29/12/2025,Service Outage,Fiber,Resolved,25/10/2025,1810,5,0
CMP-00545,AREA-0041,Perak,Ipoh,4.573477,101.002823,5G,Moderate,20/12/2025,Slow Speed,4G,Submitted,9/11/2025,1081,1,1
CMP-00546,AREA-0012,Sarawak,Kuching,4.714967,111.358233,4G,Good,5/1/2026,Slow Speed,Fiber,Submitted,10/11/2025,1974,4,0
CMP-00547,AREA-0000,Kedah,Sungai Petani,6.359679,100.332106,4G,Moderate,17/12/2025,Slow Speed,4G,In Progress,16/9/2025,1369,2,0
CMP-00548,AREA-0090,Johor,Batu Pahat,1.283088,102.455579,5G,Poor,27/12/2025,Slow Speed,5G,In Progress,22/10/2025,740,1,0
CMP-00549,AREA-0001,Penang,Seberang Perai,5.4923,100.374401,4G,Good,2/1/2026,No Connectivity,5G,In Progress,3/9/2025,3545,2,1
CMP-00550,AREA-0014,Johor,Kulai,2.048012,102.336505,4G,Good,11/1/2026,Slow Speed,Fiber,In Progress,5/10/2025,116,0,1
CMP-00551,AREA-0000,Kedah,Sungai Petani,6.119403,100.460006,4G,Moderate,17/12/2025,Slow Speed,5G,Resolved,27/11/2025,1853,1,0
CMP-00552,AREA-0045,Perak,Taiping,4.125213,100.615029,Fiber,Moderate,11/1/2026,Service Outage,5G,Submitted,18/9/2025,2838,4,1
CMP-00553,AREA-0003,Penang,George Town,5.412963,100.215238,Fiber,Good,4/1/2026,Call Drop,5G,Submitted,6/10/2025,1150,1,0
CMP-00554,AREA-0041,Perak,Ipoh,4.827901,100.850129,5G,Moderate,20/12/2025,Service Outage,5G,In Progress,4/11/2025,3464,1,0
CMP-00555,AREA-0012,Sarawak,Kuching,3.898827,111.645429,4G,Good,5/1/2026,Service Outage,4G,Submitted,2/9/2025,1931,1,0
CMP-00556,AREA-0039,Selangor,Petaling,2.91921,101.790298,5G,Moderate,3/1/2026,Service Outage,Fiber,Submitted,7/11/2025,1012,5,0
CMP-00557,AREA-0022,Sabah,Sandakan,4.540354,116.021676,4G,Good,5/1/2026,Poor Coverage,Fiber,In Progress,9/11/2025,1664,1,0
CMP-00558,AREA-0001,Penang,Seberang Perai,5.219135,100.337927,4G,Good,2/1/2026,Poor Coverage,4G,Submitted,5/11/2025,1081,2,1
CMP-00559,AREA-0021,Pahang,Temerloh,3.056284,103.027029,4G,Good,29/12/2025,Slow Speed,Fiber,Resolved,31/10/2025,633,0,0
CMP-00560,AREA-0013,Pahang,Kuantan,3.629916,103.871743,5G,Poor,22/12/2025,No Connectivity,4G,Submitted,24/10/2025,512,3,0
CMP-00561,AREA-0003,Penang,George Town,5.214707,100.326464,Fiber,Good,4/1/2026,Slow Speed,Fiber,Submitted,26/9/2025,2849,1,0
CMP-00562,AREA-0022,Sabah,Sandakan,4.937306,115.579348,4G,Good,5/1/2026,Slow Speed,5G,In Progress,31/12/2025,1119,4,0
CMP-00563,AREA-0001,Penang,Seberang Perai,5.377616,100.267603,4G,Good,2/1/2026,Service Outage,4G,In Progress,24/12/2025,1141,1,0
CMP-00564,AREA-0004,Johor,Johor Bahru,1.430545,102.527811,Fiber,Moderate,12/1/2026,Poor Coverage,4G,Resolved,25/10/2025,559,4,0
CMP-00565,AREA-0013,Pahang,Kuantan,3.635523,103.649562,5G,Poor,22/12/2025,No Connectivity,5G,In Progress,5/9/2025,487,2,0
CMP-00566,AREA-0041,Perak,Ipoh,4.989723,100.52055,5G,Moderate,20/12/2025,Poor Coverage,4G,Submitted,16/12/2025,3308,4,1
CMP-00567,AREA-0003,Penang,George Town,5.295611,100.28475,Fiber,Good,4/1/2026,Call Drop,5G,In Progress,23/9/2025,896,3,0
CMP-00568,AREA-0007,Sabah,Kota Kinabalu,5.482937,116.829658,4G,Good,17/12/2025,Poor Coverage,Fiber,In Progress,17/11/2025,3343,0,0
CMP-00569,AREA-0001,Penang,Seberang Perai,5.212913,100.20568,4G,Good,2/1/2026,Poor Coverage,4G,Resolved,19/10/2025,1212,4,0
CMP-00570,AREA-0005,Kedah,Alor Setar,5.849099,100.366369,5G,Poor,3/1/2026,No Connectivity,5G,Submitted,28/12/2025,703,4,0
CMP-00571,AREA-0001,Penang,Seberang Perai,5.280448,100.21288,4G,Good,2/1/2026,Slow Speed,4G,In Progress,10/10/2025,1470,0,0
CMP-00572,AREA-0005,Kedah,Alor Setar,5.727402,100.460802,5G,Poor,3/1/2026,Call Drop,5G,Submitted,1/12/2025,580,3,0
CMP-00573,AREA-0012,Sarawak,Kuching,2.393003,111.52387,4G,Good,5/1/2026,Poor Coverage,5G,Submitted,4/12/2025,2837,1,1
CMP-00574,AREA-0002,Sarawak,Miri,2.372317,110.39059,5G,Moderate,31/12/2025,No Connectivity,Fiber,Submitted,6/11/2025,2908,4,0
CMP-00575,AREA-0005,Kedah,Alor Setar,5.671637,100.40686,5G,Poor,3/1/2026,Call Drop,5G,In Progress,24/12/2025,2294,0,1
CMP-00576,AREA-0012,Sarawak,Kuching,2.910913,110.860168,4G,Good,5/1/2026,Service Outage,4G,Submitted,21/11/2025,3147,2,1
CMP-00577,AREA-0022,Sabah,Sandakan,4.413695,115.551915,4G,Good,5/1/2026,No Connectivity,4G,Submitted,24/11/2025,153,0,0
CMP-00578,AREA-0041,Perak,Ipoh,4.228634,101.039919,5G,Moderate,20/12/2025,Slow Speed,5G,In Progress,9/11/2025,1679,2,1
CMP-00579,AREA-0039,Selangor,Petaling,3.172333,101.68179,5G,Moderate,3/1/2026,No Connectivity,5G,Submitted,7/10/2025,3506,3,0
CMP-00580,AREA-0045,Perak,Taiping,4.529366,100.835984,Fiber,Moderate,11/1/2026,Slow Speed,4G,In Progress,30/10/2025,996,1,1
CMP-00581,AREA-0013,Pahang,Kuantan,3.668909,102.930395,5G,Poor,22/12/2025,Slow Speed,Fiber,In Progress,4/12/2025,3157,0,0
CMP-00582,AREA-0003,Penang,George Town,5.257468,100.464577,Fiber,Good,4/1/2026,Service Outage,Fiber,Submitted,10/11/2025,2744,5,1
CMP-00583,AREA-0014,Johor,Kulai,2.352915,102.203724,4G,Good,11/1/2026,Slow Speed,4G,Resolved,26/12/2025,3356,4,1
CMP-00584,AREA-0002,Sarawak,Miri,2.884868,112.330617,5G,Moderate,31/12/2025,Call Drop,4G,Submitted,24/9/2025,1243,3,1
CMP-00585,AREA-0013,Pahang,Kuantan,3.167147,102.568943,5G,Poor,22/12/2025,Call Drop,5G,Submitted,27/11/2025,1092,0,0
CMP-00586,AREA-0014,Johor,Kulai,2.27031,102.341923,4G,Good,11/1/2026,Poor Coverage,5G,In Progress,14/11/2025,3118,4,0
CMP-00587,AREA-0012,Sarawak,Kuching,1.831082,111.089809,4G,Good,5/1/2026,Poor Coverage,4G,Submitted,20/11/2025,1008,0,0
CMP-00588,AREA-0030,Selangor,Gombak,2.978884,101.855063,4G,Moderate,28/12/2025,Service Outage,Fiber,Resolved,18/9/2025,2141,2,0
CMP-00589,AREA-0041,Perak,Ipoh,4.148043,100.51931,5G,Moderate,20/12/2025,Poor Coverage,Fiber,Resolved,23/11/2025,1773,0,0
CMP-00590,AREA-0013,Pahang,Kuantan,3.104324,102.893906,5G,Poor,22/12/2025,Call Drop,Fiber,Submitted,26/10/2025,957,5,0
CMP-00591,AREA-0090,Johor,Batu Pahat,1.841321,102.283598,5G,Poor,27/12/2025,Service Outage,5G,Resolved,12/10/2025,3059,0,0
CMP-00592,AREA-0023,Selangor,Hulu Langat,3.223433,101.637934,4G,Good,26/12/2025,Slow Speed,5G,Submitted,17/9/2025,452,0,1
CMP-00593,AREA-0090,Johor,Batu Pahat,2.21844,103.355504,5G,Poor,27/12/2025,Call Drop,5G,In Progress,30/9/2025,1227,5,0
CMP-00594,AREA-0003,Penang,George Town,5.364332,100.469782,Fiber,Good,4/1/2026,Call Drop,4G,Submitted,21/10/2025,2959,3,1
CMP-00595,AREA-0030,Selangor,Gombak,3.148357,101.67574,4G,Moderate,28/12/2025,No Connectivity,4G,Resolved,26/9/2025,2265,0,0
CMP-00596,AREA-0001,Penang,Seberang Perai,5.318183,100.361945,4G,Good,2/1/2026,Slow Speed,Fiber,Submitted,13/12/2025,2521,5,1
CMP-00597,AREA-0022,Sabah,Sandakan,5.698333,116.04983,4G,Good,5/1/2026,Poor Coverage,Fiber,In Progress,22/12/2025,2479,4,1
CMP-00598,AREA-0003,Penang,George Town,5.311554,100.326024,Fiber,Good,4/1/2026,Slow Speed,5G,Submitted,19/11/2025,2388,2,0
CMP-00599,AREA-0013,Pahang,Kuantan,3.755475,103.647191,5G,Poor,22/12/2025,Poor Coverage,4G,Submitted,16/10/2025,550,2,0
CMP-00600,AREA-0013,Pahang,Kuantan,3.961316,103.521574,5G,Poor,22/12/2025,Service Outage,5G,Resolved,18/12/2025,1635,0,0
CMP-00601,AREA-0030,Selangor,Gombak,3.107553,101.567877,4G,Moderate,28/12/2025,Poor Coverage,5G,Submitted,5/9/2025,1312,3,0
CMP-00602,AREA-0023,Selangor,Hulu Langat,2.821164,101.475191,4G,Good,26/12/2025,Service Outage,5G,Submitted,27/10/2025,3325,3,0
CMP-00603,AREA-0002,Sarawak,Miri,3.549451,113.423609,5G,Moderate,31/12/2025,No Connectivity,5G,Resolved,17/9/2025,1757,4,0
CMP-00604,AREA-0001,Penang,Seberang Perai,5.32086,100.324079,4G,Good,2/1/2026,Poor Coverage,Fiber,Resolved,14/10/2025,356,0,0
CMP-00605,AREA-0045,Perak,Taiping,4.793711,100.990626,Fiber,Moderate,11/1/2026,Service Outage,Fiber,Submitted,6/11/2025,2070,2,0
CMP-00606,AREA-0023,Selangor,Hulu Langat,3.180835,101.695615,4G,Good,26/12/2025,No Connectivity,4G,In Progress,6/10/2025,1785,3,0
CMP-00607,AREA-0039,Selangor,Petaling,2.864435,101.803718,5G,Moderate,3/1/2026,Service Outage,5G,In Progress,28/12/2025,2569,0,0
CMP-00608,AREA-0090,Johor,Batu Pahat,1.256793,103.031501,5G,Poor,27/12/2025,Call Drop,5G,In Progress,18/11/2025,1781,3,0
CMP-00609,AREA-0012,Sarawak,Kuching,4.201261,113.339753,4G,Good,5/1/2026,No Connectivity,5G,Resolved,16/9/2025,3171,5,1
CMP-00610,AREA-0045,Perak,Taiping,4.702348,101.348591,Fiber,Moderate,11/1/2026,Call Drop,5G,Resolved,18/9/2025,2849,3,0
CMP-00611,AREA-0000,Kedah,Sungai Petani,5.7919,100.346002,4G,Moderate,17/12/2025,Poor Coverage,4G,Resolved,17/9/2025,3251,2,1
CMP-00612,AREA-0000,Kedah,Sungai Petani,5.156759,100.337686,4G,Moderate,17/12/2025,Poor Coverage,5G,Submitted,14/9/2025,3294,1,0
CMP-00613,AREA-0041,Perak,Ipoh,4.588037,100.80315,5G,Moderate,20/12/2025,Call Drop,4G,In Progress,4/11/2025,2809,4,0
CMP-00614,AREA-0003,Penang,George Town,5.380975,100.46586,Fiber,Good,4/1/2026,Slow Speed,5G,In Progress,13/9/2025,2489,4,0
CMP-00615,AREA-0014,Johor,Kulai,2.212783,102.203373,4G,Good,11/1/2026,Call Drop,4G,Submitted,31/10/2025,1631,2,0
CMP-00616,AREA-0023,Selangor,Hulu Langat,3.062316,101.691364,4G,Good,26/12/2025,Service Outage,5G,Resolved,21/11/2025,2816,3,0
CMP-00617,AREA-0000,Kedah,Sungai Petani,5.780311,100.495169,4G,Moderate,17/12/2025,Service Outage,5G,Resolved,12/12/2025,1015,0,0
CMP-00618,AREA-0013,Pahang,Kuantan,3.571077,102.732139,5G,Poor,22/12/2025,Call Drop,Fiber,Resolved,18/11/2025,1348,3,0
CMP-00619,AREA-0014,Johor,Kulai,2.052987,102.299244,4G,Good,11/1/2026,Slow Speed,5G,Submitted,2/9/2025,515,2,0
CMP-00620,AREA-0007,Sabah,Kota Kinabalu,5.210853,116.206001,4G,Good,17/12/2025,Service Outage,Fiber,Resolved,19/9/2025,3087,4,0
CMP-00621,AREA-0022,Sabah,Sandakan,4.431034,115.997993,4G,Good,5/1/2026,Poor Coverage,Fiber,In Progress,11/10/2025,2839,3,0
CMP-00622,AREA-0045,Perak,Taiping,4.238681,101.073735,Fiber,Moderate,11/1/2026,Service Outage,5G,Resolved,13/9/2025,335,4,0
CMP-00623,AREA-0030,Selangor,Gombak,3.291116,101.599776,4G,Moderate,28/12/2025,Slow Speed,5G,Resolved,11/12/2025,1782,0,0
CMP-00624,AREA-0022,Sabah,Sandakan,4.842768,116.529457,4G,Good,5/1/2026,Service Outage,5G,Submitted,9/10/2025,2305,4,0
CMP-00625,AREA-0013,Pahang,Kuantan,3.441615,103.075695,5G,Poor,22/12/2025,No Connectivity,5G,Submitted,14/9/2025,496,4,0
CMP-00626,AREA-0030,Selangor,Gombak,2.87711,101.777569,4G,Moderate,28/12/2025,Slow Speed,5G,Resolved,14/11/2025,895,1,1
CMP-00627,AREA-0005,Kedah,Alor Setar,5.165411,100.325746,5G,Poor,3/1/2026,Call Drop,4G,In Progress,18/12/2025,2207,1,0
CMP-00628,AREA-0023,Selangor,Hulu Langat,3.110988,101.576539,4G,Good,26/12/2025,Call Drop,5G,Submitted,3/11/2025,3546,5,0
CMP-00629,AREA-0001,Penang,Seberang Perai,5.363729,100.202156,4G,Good,2/1/2026,Poor Coverage,5G,Resolved,12/11/2025,851,1,1
CMP-00630,AREA-0013,Pahang,Kuantan,3.951185,103.096424,5G,Poor,22/12/2025,Service Outage,4G,Submitted,9/12/2025,1687,4,0
CMP-00631,AREA-0007,Sabah,Kota Kinabalu,4.047148,116.061301,4G,Good,17/12/2025,Poor Coverage,5G,In Progress,17/12/2025,1931,2,0
CMP-00632,AREA-0041,Perak,Ipoh,4.475244,101.253316,5G,Moderate,20/12/2025,Slow Speed,Fiber,In Progress,15/11/2025,2737,4,0
CMP-00633,AREA-0090,Johor,Batu Pahat,2.447018,102.817354,5G,Poor,27/12/2025,Slow Speed,Fiber,Submitted,25/9/2025,2427,2,0
CMP-00634,AREA-0004,Johor,Johor Bahru,1.428566,103.298167,Fiber,Moderate,12/1/2026,Poor Coverage,4G,Submitted,10/10/2025,1568,2,0
CMP-00635,AREA-0000,Kedah,Sungai Petani,5.166454,100.432065,4G,Moderate,17/12/2025,Poor Coverage,5G,Submitted,17/12/2025,956,1,0
CMP-00636,AREA-0021,Pahang,Temerloh,3.855916,103.075728,4G,Good,29/12/2025,No Connectivity,5G,Submitted,10/9/2025,2738,3,0
CMP-00637,AREA-0000,Kedah,Sungai Petani,5.326612,100.49691,4G,Moderate,17/12/2025,Slow Speed,Fiber,In Progress,25/12/2025,3498,0,0
CMP-00638,AREA-0090,Johor,Batu Pahat,1.506041,103.587184,5G,Poor,27/12/2025,Poor Coverage,4G,In Progress,5/11/2025,1636,1,1
CMP-00639,AREA-0041,Perak,Ipoh,4.581782,100.682766,5G,Moderate,20/12/2025,No Connectivity,Fiber,In Progress,24/10/2025,1291,1,1
CMP-00640,AREA-0007,Sabah,Kota Kinabalu,5.330212,116.625213,4G,Good,17/12/2025,Call Drop,4G,Resolved,4/10/2025,1440,3,0
CMP-00641,AREA-0030,Selangor,Gombak,2.906752,101.761658,4G,Moderate,28/12/2025,Service Outage,5G,Resolved,10/11/2025,1191,0,0
CMP-00642,AREA-0000,Kedah,Sungai Petani,5.919278,100.392396,4G,Moderate,17/12/2025,Poor Coverage,5G,Submitted,26/10/2025,1066,4,0
CMP-00643,AREA-0001,Penang,Seberang Perai,5.414603,100.379642,4G,Good,2/1/2026,No Connectivity,4G,Submitted,24/9/2025,284,5,0
CMP-00644,AREA-0041,Perak,Ipoh,4.379953,100.527777,5G,Moderate,20/12/2025,Slow Speed,5G,In Progress,3/9/2025,2444,5,0
CMP-00645,AREA-0002,Sarawak,Miri,3.952737,110.082789,5G,Moderate,31/12/2025,Poor Coverage,4G,In Progress,27/11/2025,11,4,0
CMP-00646,AREA-0022,Sabah,Sandakan,5.065621,115.920706,4G,Good,5/1/2026,Call Drop,Fiber,Submitted,11/9/2025,1630,1,1
CMP-00647,AREA-0022,Sabah,Sandakan,5.723358,116.279755,4G,Good,5/1/2026,Service Outage,4G,Submitted,8/10/2025,3373,0,0
CMP-00648,AREA-0041,Perak,Ipoh,4.604086,101.051899,5G,Moderate,20/12/2025,Service Outage,5G,In Progress,8/12/2025,3324,1,0
CMP-00649,AREA-0007,Sabah,Kota Kinabalu,5.120974,116.003847,4G,Good,17/12/2025,Poor Coverage,5G,In Progress,9/10/2025,2546,2,0
CMP-00650,AREA-0001,Penang,Seberang Perai,5.236638,100.32355,4G,Good,2/1/2026,Poor Coverage,4G,Resolved,11/10/2025,753,1,0
CMP-00651,AREA-0004,Johor,Johor Bahru,1.979824,103.186687,Fiber,Moderate,12/1/2026,Poor Coverage,Fiber,In Progress,3/11/2025,2082,1,1
CMP-00652,AREA-0013,Pahang,Kuantan,3.776753,102.761156,5G,Poor,22/12/2025,No Connectivity,4G,In Progress,6/10/2025,2774,4,0
CMP-00653,AREA-0000,Kedah,Sungai Petani,5.121189,100.411823,4G,Moderate,17/12/2025,Slow Speed,5G,Submitted,7/10/2025,2896,4,0
CMP-00654,AREA-0030,Selangor,Gombak,3.173543,101.633044,4G,Moderate,28/12/2025,Slow Speed,4G,Submitted,6/10/2025,89,4,0
CMP-00655,AREA-0021,Pahang,Temerloh,3.874936,103.04439,4G,Good,29/12/2025,Poor Coverage,4G,Submitted,4/10/2025,775,5,0
CMP-00656,AREA-0007,Sabah,Kota Kinabalu,5.117962,116.374918,4G,Good,17/12/2025,Call Drop,4G,Submitted,19/12/2025,2652,2,0
CMP-00657,AREA-0045,Perak,Taiping,4.014108,100.512543,Fiber,Moderate,11/1/2026,Call Drop,5G,Submitted,13/12/2025,3017,4,0
CMP-00658,AREA-0000,Kedah,Sungai Petani,5.620579,100.382331,4G,Moderate,17/12/2025,No Connectivity,Fiber,In Progress,21/12/2025,1625,0,0
CMP-00659,AREA-0021,Pahang,Temerloh,3.251835,103.77551,4G,Good,29/12/2025,Slow Speed,4G,In Progress,14/9/2025,3069,5,0
CMP-00660,AREA-0002,Sarawak,Miri,4.28551,112.231407,5G,Moderate,31/12/2025,Poor Coverage,4G,Resolved,9/12/2025,417,3,0
CMP-00661,AREA-0001,Penang,Seberang Perai,5.347261,100.354263,4G,Good,2/1/2026,Service Outage,4G,Submitted,2/10/2025,114,0,0
CMP-00662,AREA-0022,Sabah,Sandakan,5.152936,116.060563,4G,Good,5/1/2026,Slow Speed,5G,In Progress,4/12/2025,616,0,0
CMP-00663,AREA-0007,Sabah,Kota Kinabalu,4.585169,116.822441,4G,Good,17/12/2025,Call Drop,Fiber,Submitted,15/11/2025,3267,4,0
CMP-00664,AREA-0045,Perak,Taiping,4.171642,100.826143,Fiber,Moderate,11/1/2026,Slow Speed,5G,Submitted,5/12/2025,825,3,0
CMP-00665,AREA-0012,Sarawak,Kuching,4.255754,112.667957,4G,Good,5/1/2026,No Connectivity,5G,Submitted,26/12/2025,3572,3,1
CMP-00666,AREA-0000,Kedah,Sungai Petani,5.875291,100.460326,4G,Moderate,17/12/2025,No Connectivity,5G,Resolved,30/12/2025,1649,5,1
CMP-00667,AREA-0002,Sarawak,Miri,4.980352,110.024987,5G,Moderate,31/12/2025,Slow Speed,5G,In Progress,4/9/2025,1516,3,1
CMP-00668,AREA-0007,Sabah,Kota Kinabalu,5.383084,116.011198,4G,Good,17/12/2025,No Connectivity,Fiber,Resolved,14/9/2025,3146,2,0
CMP-00669,AREA-0013,Pahang,Kuantan,3.15072,103.90325,5G,Poor,22/12/2025,Call Drop,Fiber,In Progress,13/11/2025,412,4,0
CMP-00670,AREA-0045,Perak,Taiping,4.317608,101.179144,Fiber,Moderate,11/1/2026,Slow Speed,5G,In Progress,25/9/2025,3447,3,0
CMP-00671,AREA-0004,Johor,Johor Bahru,2.350207,102.184215,Fiber,Moderate,12/1/2026,Service Outage,5G,Submitted,30/12/2025,3491,5,0
CMP-00672,AREA-0090,Johor,Batu Pahat,2.495231,103.366344,5G,Poor,27/12/2025,Slow Speed,5G,Submitted,23/10/2025,728,2,1
CMP-00673,AREA-0002,Sarawak,Miri,2.632114,111.962695,5G,Moderate,31/12/2025,Poor Coverage,5G,In Progress,8/12/2025,3348,1,0
CMP-00674,AREA-0039,Selangor,Petaling,3.218544,101.690415,5G,Moderate,3/1/2026,Service Outage,4G,Resolved,6/10/2025,3068,1,0
CMP-00675,AREA-0090,Johor,Batu Pahat,1.697985,103.614746,5G,Poor,27/12/2025,Call Drop,Fiber,Submitted,11/10/2025,2808,2,0
CMP-00676,AREA-0001,Penang,Seberang Perai,5.390256,100.422471,4G,Good,2/1/2026,Call Drop,5G,Resolved,9/12/2025,675,5,0
CMP-00677,AREA-0090,Johor,Batu Pahat,1.762013,102.894431,5G,Poor,27/12/2025,Slow Speed,Fiber,Resolved,8/9/2025,3465,2,0
CMP-00678,AREA-0014,Johor,Kulai,2.099199,103.660682,4G,Good,11/1/2026,No Connectivity,5G,In Progress,1/12/2025,1892,4,0
CMP-00679,AREA-0003,Penang,George Town,5.269904,100.404283,Fiber,Good,4/1/2026,Call Drop,4G,Resolved,10/10/2025,2504,4,0
CMP-00680,AREA-0090,Johor,Batu Pahat,2.441823,102.299933,5G,Poor,27/12/2025,No Connectivity,Fiber,In Progress,3/9/2025,2967,1,0
CMP-00681,AREA-0041,Perak,Ipoh,4.548118,101.49219,5G,Moderate,20/12/2025,Service Outage,4G,In Progress,21/9/2025,2239,3,0
CMP-00682,AREA-0012,Sarawak,Kuching,2.707738,113.602136,4G,Good,5/1/2026,Slow Speed,5G,Resolved,1/11/2025,2786,5,0
CMP-00683,AREA-0021,Pahang,Temerloh,3.766419,103.764122,4G,Good,29/12/2025,Service Outage,5G,Resolved,23/11/2025,1122,1,1
CMP-00684,AREA-0041,Perak,Ipoh,4.962438,100.712941,5G,Moderate,20/12/2025,Service Outage,Fiber,Submitted,25/11/2025,1571,3,1
CMP-00685,AREA-0003,Penang,George Town,5.276002,100.361043,Fiber,Good,4/1/2026,No Connectivity,Fiber,Resolved,30/9/2025,977,3,0
CMP-00686,AREA-0045,Perak,Taiping,4.167705,100.705158,Fiber,Moderate,11/1/2026,Slow Speed,Fiber,In Progress,11/11/2025,1008,4,0
CMP-00687,AREA-0030,Selangor,Gombak,3.075992,101.574321,4G,Moderate,28/12/2025,Call Drop,5G,Submitted,18/11/2025,2143,0,0
CMP-00688,AREA-0000,Kedah,Sungai Petani,6.085078,100.367851,4G,Moderate,17/12/2025,Poor Coverage,Fiber,Submitted,8/11/2025,1687,0,0
CMP-00689,AREA-0001,Penang,Seberang Perai,5.418458,100.495914,4G,Good,2/1/2026,Poor Coverage,Fiber,Submitted,8/12/2025,2710,2,0
CMP-00690,AREA-0030,Selangor,Gombak,2.972783,101.663012,4G,Moderate,28/12/2025,Call Drop,5G,Resolved,26/12/2025,3261,4,1
CMP-00691,AREA-0021,Pahang,Temerloh,3.011636,103.330617,4G,Good,29/12/2025,Slow Speed,4G,Submitted,21/9/2025,36,3,0
CMP-00692,AREA-0045,Perak,Taiping,4.647365,100.805964,Fiber,Moderate,11/1/2026,Poor Coverage,5G,Resolved,18/9/2025,3440,5,1
CMP-00693,AREA-0001,Penang,Seberang Perai,5.224537,100.41004,4G,Good,2/1/2026,No Connectivity,5G,Resolved,6/11/2025,1548,0,0
CMP-00694,AREA-0030,Selangor,Gombak,3.255216,101.453502,4G,Moderate,28/12/2025,Service Outage,5G,In Progress,11/10/2025,2326,3,0
CMP-00695,AREA-0007,Sabah,Kota Kinabalu,5.56736,116.92883,4G,Good,17/12/2025,Call Drop,4G,Resolved,27/10/2025,2264,0,0
CMP-00696,AREA-0090,Johor,Batu Pahat,1.97723,102.756974,5G,Poor,27/12/2025,Call Drop,Fiber,Resolved,24/9/2025,2914,0,1
CMP-00697,AREA-0041,Perak,Ipoh,4.090489,101.071634,5G,Moderate,20/12/2025,Service Outage,5G,Submitted,31/10/2025,872,0,0
CMP-00698,AREA-0002,Sarawak,Miri,3.24816,113.290359,5G,Moderate,31/12/2025,Service Outage,Fiber,Submitted,6/9/2025,1821,5,0
CMP-00699,AREA-0001,Penang,Seberang Perai,5.399795,100.30713,4G,Good,2/1/2026,No Connectivity,4G,In Progress,17/9/2025,1296,4,0
CMP-00700,AREA-0005,Kedah,Alor Setar,5.906039,100.488119,5G,Poor,3/1/2026,Poor Coverage,4G,Submitted,12/12/2025,2109,5,0
CMP-00701,AREA-0002,Sarawak,Miri,4.78249,110.600244,5G,Moderate,31/12/2025,Service Outage,5G,Submitted,18/10/2025,595,1,0
CMP-00702,AREA-0030,Selangor,Gombak,3.250924,101.574405,4G,Moderate,28/12/2025,No Connectivity,Fiber,In Progress,28/10/2025,1903,3,0
CMP-00703,AREA-0090,Johor,Batu Pahat,1.287968,103.693016,5G,Poor,27/12/2025,Call Drop,Fiber,In Progress,28/11/2025,728,4,0
CMP-00704,AREA-0000,Kedah,Sungai Petani,5.183256,100.32369,4G,Moderate,17/12/2025,No Connectivity,5G,Resolved,17/12/2025,1365,4,0
CMP-00705,AREA-0003,Penang,George Town,5.334736,100.321623,Fiber,Good,4/1/2026,Service Outage,Fiber,Submitted,10/10/2025,396,4,0
CMP-00706,AREA-0045,Perak,Taiping,4.729504,101.470232,Fiber,Moderate,11/1/2026,No Connectivity,5G,Submitted,28/11/2025,698,4,0
